lat,lon,demand_mw
36.753961,6.24442,817.29
36.795924,7.707633,817.29
35.770912,-0.263031,817.29
35.770912,-0.263031,817.29
35.80698928,-0.34309202,1795.51
35.79936979,-0.186078439,1632.05
35.82698489,-0.295511184,814.76
36.86567807,7.768902226,408.01
